cell_id,original_length,used_length,is_truncated,sampling_method,voltage_mean,voltage_std,voltage_min,voltage_max,time_diff_mean,time_diff_std,time_diff_min,time_diff_max,label,value,group_name,tlstm_ae_main_0,tlstm_ae_main_1,tlstm_ae_main_2,tlstm_ae_main_3,tlstm_ae_main_4,tlstm_ae_main_5,tlstm_ae_main_6,tlstm_ae_main_7,tlstm_ae_main_8,tlstm_ae_main_9,tlstm_ae_main_10,tlstm_ae_main_11,tlstm_ae_main_12,tlstm_ae_main_13,tlstm_ae_main_14,tlstm_ae_main_15,tlstm_ae_main_16,tlstm_ae_main_17,tlstm_ae_main_18,tlstm_ae_main_19,tlstm_ae_main_20,tlstm_ae_main_21,tlstm_ae_main_22,tlstm_ae_main_23,tlstm_ae_main_24,tlstm_ae_main_25,tlstm_ae_main_26,tlstm_ae_main_27,tlstm_ae_main_28,tlstm_ae_main_29,tlstm_ae_main_30,tlstm_ae_main_31
b3c1,267,10,TRUE,random_sampling,2.90424794082397,0.3759310357603082,2.0055933,3.4945087,0.05375926966292133,0.035572133082168694,0.001,0.08382999999982221,TRUE,1061,G1,-0.06144897,0.13940357,-0.60520387,0.9532207,0.5067488,0.5173575,-0.81837237,0.6098021,0.64862424,0.5737962,0.1440564,0.9578894,0.4092969,-0.25385475,0.76196736,0.5640324,-0.15105042,0.8381971,0.8134019,0.3221904,0.98245335,-0.90088236,0.16037224,-0.4311688,0.23536712,0.68600744,0.2532568,0.69664955,0.7106859,-0.60156935,0.2062449,0.4413701
b3c10,263,10,TRUE,random_sampling,2.8985461368821293,0.3711410545200687,2.0077391,3.473135,0.05432941698352432,0.03533255738407766,0.001,0.0837866666668603,TRUE,1076,G1,-0.38100827,0.14817359,-0.7263625,0.9540721,0.366201,0.354773,-0.84674287,0.48123243,0.66918015,0.6439922,0.13394926,0.9487996,0.57754534,-0.100282796,0.58759964,0.60984993,-0.17516685,0.8040915,0.8482346,-0.2559602,0.9686272,-0.88061,0.12572025,-0.3493749,-0.24750833,-0.55288684,0.41173682,0.63039434,0.8119669,-0.62441325,0.3546002,0.49086526
b3c11,265,10,TRUE,random_sampling,2.9015200060377357,0.37392702824697105,2.005857,3.4876962,0.05413445283018927,0.03531065224600065,0.001,0.08376166666663742,TRUE,815,G1,0.124828026,-0.12355931,-0.78416055,0.9839266,0.5642524,0.13935845,-0.90026236,0.737552,0.4845602,0.6154932,0.15869449,0.97951484,0.2080066,-0.4705929,0.7209221,0.6290528,-0.47581184,0.8493,0.74916226,0.40467447,0.99303824,-0.91398585,0.2739771,-0.49606934,-4.38E-05,0.5419068,0.20183368,0.57972074,0.76588744,-0.8227234,0.24288169,0.52982664
b3c12,266,10,TRUE,random_sampling,2.900203808646616,0.3742685309827999,2.0059571,3.4877458,0.054312656641603625,0.03511170727139434,0.001,0.08374833333315479,TRUE,930,G1,-0.33952966,0.35155675,-0.30804366,0.6420658,0.32912937,0.24049152,-0.6941711,0.52606314,0.7872039,0.5624911,0.19919802,0.8634018,0.638816,0.19858928,0.5673626,0.2629207,0.01507952,0.51362294,0.7877004,-0.15822272,0.8397881,-0.8049457,0.14557196,-0.4712568,0.27362058,-0.2499123,0.49115786,0.6631024,0.69903183,-0.44573435,0.28201902,0.30825353
b3c13,265,10,TRUE,random_sampling,2.9020970501886785,0.37400192789102765,2.0059791,3.4887071,0.05410161635220159,0.035304223970583845,0.001,0.0837583333336287,TRUE,814,G1,0.31305465,-0.3599421,-0.80883276,0.9875455,0.642199,-0.34381327,-0.9090337,0.84213126,0.36594293,0.6196854,0.19752239,0.9758589,0.09534947,-0.6297847,0.6780837,0.583337,-0.5803087,0.8422518,0.64928234,0.7821472,0.9949291,-0.9146808,0.4648814,-0.64795804,0.10250564,0.8982102,0.1596107,0.5173146,0.74823546,-0.87858886,0.1961447,0.5403836
b3c14,266,10,TRUE,random_sampling,2.905537105263158,0.3703649691599445,2.0090046,3.4862261,0.05434681704260742,0.03522984905814718,0.001,0.08378500000010902,TRUE,856,G1,-0.37606367,0.19810727,-0.6530447,0.9264436,0.33490017,0.3939038,-0.8231023,0.5101517,0.73815507,0.5692233,0.14548633,0.9430507,0.59507924,-0.003697211,0.67834496,0.50604886,-0.06053582,0.7356366,0.822436,-0.13311476,0.9613104,-0.8703322,0.1249878,-0.41754413,-0.17365645,-0.4375546,0.36027178,0.6801924,0.74191874,-0.5131881,0.30591127,0.38403445
b3c15,264,10,TRUE,random_sampling,2.9051506386363637,0.3708219517788955,2.0064526,3.493597,0.054387253787879605,0.035140465772434286,0.001,0.08380166666660216,TRUE,874,G1,0.36863467,-0.16944368,-0.89287734,0.98951036,0.63582456,0.5342795,-0.88251114,0.68785757,0.34385645,0.44245934,0.13912496,0.977341,0.09596137,-0.37763774,0.66951877,0.70879155,-0.7137085,0.8829747,0.7727105,0.7576771,0.9963022,-0.94397175,0.3041653,-0.44801453,-0.17964996,0.645973,0.18936902,0.5401007,0.7902763,-0.83397305,0.22823979,0.6469695
b3c16,265,10,TRUE,random_sampling,2.9104373094339624,0.3695137664893483,2.0141034,3.4928727,0.05398892452830197,0.03552847156768162,0.001,0.08374333333340189,TRUE,1636,G1,-0.27559698,0.20532149,-0.6062419,0.953704,0.49896133,0.32133654,-0.8384589,0.66485023,0.65301365,0.63030833,0.17146568,0.95694494,0.38616148,-0.33157572,0.7476123,0.5406657,-0.16813546,0.82073414,0.779858,0.1958327,0.97796214,-0.88701725,0.21828099,-0.5078097,0.24886863,0.66743636,0.27013788,0.6704208,0.7305859,-0.67185736,0.22160482,0.43174222
b3c17,266,10,TRUE,random_sampling,2.915739934962406,0.3692407344596311,2.0061088,3.4945731,0.053988928571429624,0.03556897544772943,0.001,0.08387666666725124,TRUE,1313,G1,0.25996712,-0.6596374,-0.90768194,0.99149835,0.6748991,-0.53231543,-0.9302836,0.87858236,0.2683633,0.43455774,0.23554334,0.98466605,0.03898759,-0.7379829,0.21790512,0.54481745,-0.7561139,0.8255348,0.5621257,0.5723418,0.9963349,-0.926234,0.6611391,-0.77511454,-0.22341125,0.558648,0.14885017,0.40510467,0.75498515,-0.91047335,0.22070456,0.54934704
b3c18,267,10,TRUE,random_sampling,2.90821118164794,0.37414841731940596,2.0043688,3.4907951,0.0538136267166045,0.03557236899740342,0.001,0.08374500000014784,TRUE,1144,G1,0.33243597,0.16187692,-0.6663049,0.9661494,0.5460439,0.33707365,-0.8459621,0.7196633,0.55315155,0.56312746,0.15021774,0.9718824,0.2613955,-0.37403852,0.76201755,0.5659664,-0.25169426,0.7908303,0.7409866,0.6743685,0.98931754,-0.90488464,0.24619131,-0.5174536,0.10438641,0.55989856,0.19141334,0.6647123,0.7018054,-0.6752936,0.19240025,0.42072722
b3c19,265,10,TRUE,random_sampling,2.904539731320755,0.3691572461696902,2.0067277,3.473372,0.05435179245283012,0.035334703219928355,0.001,0.0838149999995963,TRUE,1153,G1,-0.34689513,0.3190385,-0.4590393,0.8386478,0.32227677,0.13226716,-0.74800044,0.5060042,0.7674809,0.5931511,0.18627957,0.8934729,0.6541356,0.19030787,0.46732455,0.30731866,0.002000214,0.6079255,0.7973784,-0.24134952,0.87439126,-0.81289166,0.105851255,-0.4516894,0.027967123,-0.51875246,0.48778686,0.6598658,0.75517136,-0.47657531,0.28495616,0.35750866
b3c20,265,10,TRUE,random_sampling,2.9061049969811323,0.3722517683152653,2.0100822,3.4946804,0.05404942138364755,0.03536393160842887,0.001,0.08377500000012184,TRUE,811,G1,0.2947981,-0.44824994,-0.9029482,0.98986226,0.6173399,-0.1500184,-0.9160081,0.7939541,0.32696152,0.443344,0.18271206,0.98359466,0.07012864,-0.5834419,0.56558704,0.63127697,-0.7002797,0.8425733,0.67428696,0.61069936,0.99603575,-0.93220574,0.47380048,-0.6371321,-0.27069718,0.32886913,0.16990897,0.47928607,0.77330625,-0.87377495,0.24236302,0.5733227
b3c21,262,10,TRUE,random_sampling,2.906417814885496,0.36853307864226403,2.0089612,3.4792504,0.05441837150127148,0.03520914559881337,0.001,0.08373166666666698,TRUE,770,G1,0.19489048,-0.5761732,-0.9259818,0.9926964,0.51945394,-0.52490723,-0.94940716,0.7740336,0.40402249,0.41371778,0.18132174,0.9903989,0.12167852,-0.64172244,-0.20688081,0.6253303,-0.73963,0.7707537,0.624355,-0.36635327,0.99580026,-0.92243576,0.42892766,-0.6135712,-0.6090473,-0.88017386,0.20306261,0.40406594,0.81680083,-0.88722116,0.35519105,0.5362547
b3c22,263,10,TRUE,random_sampling,2.8971000144486694,0.374026166119964,2.0095572,3.4771628,0.05397711026616081,0.035223368542193975,0.001,0.08370500000019021,TRUE,1000,G1,-0.28088012,0.3031478,-0.50727487,0.9116434,0.44075453,0.3174673,-0.78227687,0.60648924,0.7258197,0.58221465,0.17551944,0.9360133,0.49667615,-0.11674436,0.695718,0.48262984,-0.054844167,0.7623186,0.7760984,0.14922902,0.95544505,-0.86909467,0.20932348,-0.50983113,0.30686903,0.27620867,0.32459566,0.6962463,0.71902823,-0.55789787,0.24198331,0.36771715
b3c24,263,10,TRUE,random_sampling,2.8986235038022814,0.37632832307691566,2.0041628,3.4933481,0.053632984790875325,0.035511146993131654,0.001,0.08377833333361195,TRUE,823,G1,-0.34678182,0.121605545,-0.70103276,0.9686474,0.4778946,0.36448577,-0.8438569,0.60042316,0.59652686,0.6542923,0.14671887,0.9620741,0.38640752,-0.29685757,0.72208494,0.6395497,-0.25577015,0.84754765,0.82579905,0.25489804,0.9840461,-0.90047276,0.18301144,-0.39523762,0.06758257,0.44852778,0.28211546,0.6217696,0.7849135,-0.72949684,0.26853693,0.5269789
b3c25,264,10,TRUE,random_sampling,2.9117834905303033,0.3680116738359459,2.0133052,3.4933267,0.054194520202020584,0.03536613563106812,0.001,0.08378333333336307,TRUE,987,G1,0.37038308,-0.05695339,-0.8609064,0.98563534,0.51383275,0.5850587,-0.87003416,0.5196391,0.48918375,0.49657664,0.10448791,0.9781465,0.26699957,-0.21494764,0.72610897,0.7398256,-0.5419418,0.889261,0.8432658,0.3004139,0.99484915,-0.93912137,0.12618634,-0.27181306,-0.2055633,0.18998362,0.24007015,0.60674685,0.8024209,-0.75094104,0.2891648,0.62557817
b3c26,266,10,TRUE,random_sampling,2.9110877665413537,0.3670146636505379,2.0098882,3.47403,0.054334780701754334,0.03541402710204969,0.001,0.08379333333335381,TRUE,1026,G1,0.10291644,-0.18564251,-0.7826149,0.9806012,0.5371298,-0.20917046,-0.9070531,0.7789294,0.4887848,0.59605515,0.18048976,0.9794211,0.18947378,-0.5321578,0.7049905,0.56932616,-0.42041764,0.81465286,0.68911386,0.38580167,0.9920907,-0.9035719,0.3338317,-0.59690577,-0.0936255,0.39332625,0.18953454,0.58016014,0.74106115,-0.8160454,0.23585728,0.4559132
b3c27,265,10,TRUE,random_sampling,2.9054064773584907,0.3742315638364669,2.0063138,3.4907727,0.053926767295595784,0.03549049323662191,0.001,0.0837866666668532,TRUE,848,G1,-0.41775513,0.31466186,-0.36485776,0.8841416,0.44596088,0.3007135,-0.7259067,0.6117755,0.72605133,0.61683846,0.18544596,0.91497785,0.5223093,-0.09839025,0.66260654,0.49013624,-0.034473617,0.76493657,0.7988181,0.21527633,0.93206006,-0.84810936,0.22598213,-0.50687015,0.4470049,0.46037793,0.3872339,0.66025716,0.7422875,-0.5575163,0.23648952,0.39020503
b3c28,262,10,TRUE,random_sampling,2.900573273282443,0.37621616367506366,2.0101476,3.4929118,0.05341059160305346,0.035558448526017264,0.001,0.08379833333310671,TRUE,539,G1,-0.43365446,0.2955204,-0.34400997,0.8701997,0.44830424,0.38259304,-0.70840454,0.6121048,0.72046983,0.6096467,0.18565398,0.9101281,0.51926273,-0.1283513,0.6883919,0.4792424,-0.028094934,0.7663921,0.7988954,0.28531682,0.9309713,-0.85191154,0.22312896,-0.5218343,0.4454129,0.6318147,0.37676454,0.6679094,0.7176733,-0.5236533,0.21891584,0.37881753
b3c29,266,10,TRUE,random_sampling,2.9021662244360904,0.3744587486489291,2.0082488,3.487452,0.05396806390977496,0.035453603628913734,0.001,0.083738333333649,TRUE,856,G1,0.24331601,-0.67617655,-0.8929807,0.9929015,0.73696643,-0.37987632,-0.858604,0.8970881,0.17914894,0.4301676,0.26830593,0.69552505,0.036408275,-0.68340003,-0.058861736,0.5748414,-0.82318956,0.79699355,0.53933483,0.94434756,0.99706215,-0.88886577,0.6861721,-0.6306667,-0.18265377,0.9577279,0.13276656,0.40966484,0.761789,-0.9101783,0.22723728,0.67816335
b3c3,265,10,TRUE,random_sampling,2.9123126215094337,0.3686142145675356,2.0072618,3.4889207,0.05406094339622769,0.035502140174228494,0.001,0.08371166666668728,TRUE,1113,G1,-0.3870703,0.29714733,-0.35348243,0.84363484,0.40951073,0.42604294,-0.71923137,0.5753576,0.7567477,0.58177423,0.18979697,0.8991957,0.56596667,-0.018277828,0.6792731,0.44028866,-0.01557869,0.72349066,0.7974945,0.041916825,0.9190286,-0.8494163,0.19286402,-0.5113213,0.41348082,0.3855804,0.39819992,0.6899698,0.699351,-0.49313596,0.24217375,0.3547156
b3c30,265,10,TRUE,random_sampling,2.9030727750943397,0.3707633552437387,2.00986,3.4770956,0.05435786163521924,0.035333825504727676,0.001,0.08377833333312168,TRUE,933,G1,0.053084556,0.1851333,-0.6698556,0.9691708,0.54715943,0.056216702,-0.868341,0.7349251,0.5533471,0.61384445,0.16313381,0.9725429,0.2634939,-0.42439595,0.7457237,0.56686574,-0.26624686,0.7959924,0.72765815,0.62610817,0.98852545,-0.90039414,0.2812504,-0.53911585,0.11479723,0.54812515,0.1995262,0.6405097,0.72384363,-0.7283839,0.20736554,0.43736565
b3c31,264,10,TRUE,random_sampling,2.8991696253787875,0.37243690762042325,2.0045218,3.4737,0.05437980429292937,0.03516980840772464,0.001,0.08378166666661713,TRUE,729,G1,0.041874398,-0.056719467,-0.83942986,0.9729436,0.3701704,0.50182325,-0.87494344,0.502757,0.6241071,0.44250208,0.12684095,0.9712828,0.4012431,-0.18859127,0.7349055,0.6435788,-0.30190432,0.8360601,0.8302255,-0.18196222,0.9902918,-0.9167526,0.109831505,-0.34887615,-0.4508323,-0.4626876,0.26319605,0.64804107,0.7680323,-0.66486686,0.3077601,0.47638267
b3c33,263,10,TRUE,random_sampling,2.9048874615969584,0.37021804894279897,2.0049367,3.4772649,0.05427772496831323,0.03543239343050289,0.001,0.08382499999958526,TRUE,1282,G1,-0.3544084,0.29487896,-0.57460535,0.8759949,0.3199673,0.2860587,-0.77130383,0.52637076,0.76387006,0.5583528,0.18034667,0.9144674,0.59744215,0.10420609,0.6390796,0.39961874,-0.021897139,0.65825677,0.8111002,-0.15882795,0.929672,-0.8508408,0.15421323,-0.48043016,0.019199403,-0.28770816,0.3997789,0.68138,0.7313589,-0.48865056,0.28387955,0.34201482
b3c34,265,10,TRUE,random_sampling,2.901900394339622,0.3743506376571359,2.0076962,3.4866695,0.053893836477986734,0.03552227305444395,0.001,0.083896666666746,TRUE,1156,G1,0.091305524,0.14997274,-0.59672946,0.95462227,0.52780557,0.50417215,-0.7874201,0.61819184,0.6141623,0.5708949,0.13582915,0.9581433,0.3796711,-0.25424483,0.75861466,0.59224975,-0.15437976,0.83075887,0.8088323,0.61089677,0.98478407,-0.90583026,0.17243047,-0.41539776,0.27752152,0.69411045,0.23245594,0.6870432,0.7150735,-0.6024824,0.19538102,0.4556247
b3c35,266,10,TRUE,random_sampling,2.907747207518797,0.371479928000026,2.0044684,3.4937339,0.053805626566416485,0.03557268484239524,0.001,0.08377166666662772,TRUE,1091,G1,0.25186145,-0.30361453,-0.84582937,0.9871021,0.5960025,0.04558066,-0.9067842,0.77599704,0.4077814,0.5645751,0.17927566,0.9819224,0.12420265,-0.53508276,0.6794728,0.6111604,-0.59639376,0.86173683,0.71682036,0.34012896,0.99457085,-0.92151207,0.3642257,-0.58824456,-0.046291362,0.6672855,0.18594226,0.53465796,0.76258844,-0.8577556,0.23563679,0.54043317
b3c36,263,10,TRUE,random_sampling,2.9081995376425853,0.3701612253296927,2.0065517,3.4890671,0.05411140050697049,0.035450241282160636,0.001,0.08383666666632195,TRUE,921,G1,0.05832355,-0.05331669,-0.8124106,0.9703167,0.3873286,0.24312413,-0.89369285,0.62078637,0.6181315,0.46102855,0.15400256,0.97503644,0.33614102,-0.29200622,0.72769773,0.5638264,-0.2773424,0.7873846,0.7622363,-0.13642721,0.98933834,-0.90423334,0.17536359,-0.48901194,-0.42089963,-0.45849392,0.23017088,0.6432145,0.7393508,-0.6867311,0.29344812,0.40134332
b3c4,267,10,TRUE,random_sampling,2.908651915730337,0.37113578961421984,2.0083613,3.4826531,0.05406064294631762,0.035536477022642565,0.001,0.08380333333334455,TRUE,1046,G1,0.034091067,0.08342749,-0.6746896,0.97572017,0.55591625,0.49247295,-0.82204044,0.6143859,0.5408822,0.6256228,0.121972255,0.96601385,0.34226957,-0.27843618,0.75164884,0.6796313,-0.30214763,0.8640188,0.8308742,0.66399413,0.99064165,-0.9172414,0.16183065,-0.32773864,0.20474145,0.6886681,0.23158364,0.6394883,0.7726484,-0.72162473,0.22814922,0.56792724
b3c40,265,10,TRUE,random_sampling,2.902851566792453,0.3732337764029888,2.004303,3.4930983,0.053872119496853825,0.0354982262235063,0.001,0.08378500000010547,TRUE,794,G1,0.236939,0.13631226,-0.67516226,0.9580132,0.50877047,0.4376124,-0.8289792,0.6706565,0.57341194,0.53625005,0.15146971,0.96361405,0.28848383,-0.31374645,0.76274073,0.5688409,-0.20411287,0.8217171,0.7736201,0.56892776,0.98734814,-0.90532833,0.21050616,-0.50302404,0.081923276,0.6640362,0.20653701,0.6799954,0.69559336,-0.63826376,0.18751208,0.4146499
b3c41,262,10,TRUE,random_sampling,2.8935529477099236,0.3681117534506779,2.0154967,3.4718995,0.05415204834605436,0.03536225802735741,0.001,0.08378833333311775,TRUE,784,G1,-0.106203705,0.119300984,-0.71882504,0.93365616,0.32147652,0.43734413,-0.84605193,0.4994949,0.7222112,0.4710038,0.14475004,0.9523939,0.5736156,-0.023081923,0.721424,0.48050472,-0.08775003,0.7437268,0.8085897,-0.36499974,0.9730286,-0.88291544,0.104023494,-0.43398643,-0.2649702,-0.5591149,0.31510228,0.7224036,0.69597936,-0.4976674,0.2652698,0.3419361
b3c42,266,10,TRUE,random_sampling,2.902519215789474,0.3719085672558449,2.0072093,3.4895997,0.05401645363408481,0.03546448151105162,0.001,0.08382166666657653,TRUE,1640,G1,0.24974856,-0.38235986,-0.9261668,0.98778415,0.467171,-0.030910617,-0.9183708,0.68071735,0.41590607,0.34244865,0.15538846,0.98458725,0.13423812,-0.45403057,0.5526684,0.67165923,-0.6357934,0.8118981,0.72351485,0.105470754,0.99539316,-0.93178374,0.31427568,-0.53450304,-0.59082043,-0.6798925,0.20969445,0.5044171,0.79478407,-0.8269517,0.3283745,0.52774316
b3c43,264,10,TRUE,random_sampling,2.9009264715909096,0.3698415446792524,2.0108428,3.485559,0.05450267676767552,0.034945638752108134,0.001,0.0837883333336027,TRUE,1044,G1,0.25491688,-0.67564344,-0.86873984,0.98979586,0.605163,-0.62938535,-0.9426452,0.8896118,0.3252912,0.5320522,0.23343092,0.9870654,0.06732194,-0.7630504,0.17270412,0.5274899,-0.64352524,0.7689273,0.5074107,0.54399496,0.99542284,-0.90840614,0.61990273,-0.7710161,-0.2837703,0.16946644,0.14630261,0.42156947,0.7506126,-0.9047198,0.24289674,0.46751007
b3c44,265,10,TRUE,random_sampling,2.897730884528302,0.37262557688328507,2.0038753,3.4748893,0.054395616352201644,0.03525813716683582,0.001,0.08374499999966822,TRUE,938,G1,-0.4246732,0.35584104,-0.3413186,0.8822756,0.45875674,0.1739255,-0.7478524,0.65224963,0.7246815,0.6432837,0.2001391,0.9159222,0.52454877,-0.12693267,0.5982327,0.46433297,-0.041643787,0.755884,0.7613271,0.1102025,0.9230801,-0.8289055,0.24761394,-0.5522676,0.4365165,0.40584734,0.40400234,0.6574258,0.74379176,-0.57576835,0.2520942,0.3807593
b3c45,266,10,TRUE,random_sampling,2.905768190225564,0.3710685215183829,2.0061321,3.4848843,0.054150476190477165,0.03548408652766725,0.001,0.08374500000014962,TRUE,1799,G1,-0.31555602,0.3293304,-0.7017353,0.9224907,0.31233796,-0.11722857,-0.8428619,0.56321305,0.72347784,0.58499193,0.17065556,0.9454309,0.546766,0.102990836,0.511947,0.4111671,-0.06322246,0.67376864,0.7818063,-0.2014167,0.9565944,-0.85574484,0.17780031,-0.4921281,-0.31358275,-0.69230515,0.36171165,0.65838164,0.7682813,-0.5730744,0.31316066,0.34855098
b3c5,262,10,TRUE,random_sampling,2.9006580320610684,0.3746985034874018,2.0093641,3.490633,0.053909853689568576,0.035356098949996695,0.001,0.08382333333332781,TRUE,826,G1,0.333374,-0.20093466,-0.8691533,0.9900782,0.60863113,0.35401464,-0.90801686,0.6993187,0.38285583,0.5381929,0.13831478,0.9840506,0.131562,-0.45065078,0.6723822,0.69680077,-0.6727032,0.86369216,0.76680666,0.5873287,0.995768,-0.93649125,0.30301437,-0.45116508,-0.14995317,0.31143248,0.1948469,0.53551126,0.8007699,-0.8403088,0.26027808,0.630004
b3c6,263,10,TRUE,random_sampling,2.9052384049429656,0.3743350382555392,2.0107341,3.4980845,0.05376513307984711,0.03539131462641269,0.001,0.08376499999964437,TRUE,665,G1,0.3245365,-0.31515267,-0.88296837,0.98574245,0.60164636,0.18840219,-0.89311945,0.7724179,0.33670947,0.4572594,0.18198034,0.9761505,0.08178356,-0.48447987,0.6671192,0.6236457,-0.62847686,0.86741185,0.7108856,0.61992323,0.9952104,-0.9300203,0.41172487,-0.6214201,-0.18451983,0.77106476,0.17464319,0.5312835,0.74846697,-0.84850395,0.21444124,0.54300237
b3c7,267,10,TRUE,random_sampling,2.9104690985018724,0.37078496719086124,2.0073833,3.4930954,0.05387840823970006,0.035537304427991134,0.001,0.08377333333337411,TRUE,1834,G1,-0.36666265,0.27161664,-0.57107556,0.8989766,0.33468005,0.25205523,-0.79436207,0.5247731,0.76600313,0.58315605,0.16917068,0.92030513,0.6202783,0.094020925,0.57918084,0.44815052,-0.03556945,0.6997556,0.8124159,-0.21751156,0.93326694,-0.84705293,0.13517672,-0.43509036,-0.004180371,-0.47271177,0.4276219,0.67124724,0.76328653,-0.5230719,0.30201077,0.37936834
b3c8,264,10,TRUE,random_sampling,2.900379251515152,0.3726180280295796,2.0091925,3.4820299,0.05429156565656549,0.03524444111060017,0.001,0.08377833333312878,TRUE,826,G1,-0.12294167,0.1538096,-0.6568022,0.94454765,0.43263227,0.45071188,-0.83310944,0.5944361,0.67506444,0.54128325,0.1530945,0.95608115,0.4435365,-0.21791935,0.75229895,0.53024423,-0.12754965,0.80379164,0.79941195,0.08667852,0.9788431,-0.89056486,0.15752874,-0.47100908,0.010989657,0.26388282,0.26711082,0.7009299,0.7070546,-0.58293754,0.24052809,0.38216037
b3c9,265,10,TRUE,random_sampling,2.908041376981132,0.36965520197857804,2.009366,3.4907579,0.05431501257861723,0.0351407016067241,0.001,0.0837616666666392,TRUE,1037,G1,0.33258644,-0.24197963,-0.9064918,0.9844935,0.52898735,0.40695107,-0.8856459,0.672661,0.37672356,0.36956805,0.1509235,0.97647387,0.11633906,-0.3607117,0.6671749,0.6813531,-0.61076754,0.8631131,0.7516379,0.47939816,0.99518806,-0.9364887,0.2943455,-0.510365,-0.39279833,0.19361731,0.20115447,0.5507323,0.7697707,-0.8055872,0.26243508,0.5527709
b4c0,265,10,TRUE,random_sampling,2.912017124528302,0.37066258839859484,2.0085616,3.4956203,0.05386125786163386,0.03562248663259857,0.001,0.08374500000015495,FALSE,119,G2,0.32019153,0.15328962,-0.6582866,0.97275233,0.58363074,0.43955323,-0.7783628,0.67119986,0.53418314,0.63140124,0.14254405,0.94472164,0.28312913,-0.30706996,0.75842756,0.63859373,-0.2853021,0.8609276,0.8123554,0.7160424,0.9901885,-0.911026,0.20488629,-0.395208,0.44763616,0.94341344,0.2178533,0.64909023,0.74921733,-0.72690445,0.19137022,0.54572767
b4c1,264,10,TRUE,random_sampling,2.9063255753787876,0.3712947357369656,2.0062895,3.4780598,0.053955265151515754,0.0356119369117027,0.001,0.08378499999962585,FALSE,119,G2,-0.27000722,0.16228987,-0.7226557,0.95310366,0.3468743,0.39059266,-0.85931116,0.49403962,0.7279052,0.5537454,0.13361065,0.9579315,0.5637532,-0.029803058,0.6906428,0.5775136,-0.11991206,0.7648352,0.8317454,-0.18392932,0.9767456,-0.8889384,0.113956355,-0.34678888,-0.24741231,-0.5941545,0.32146952,0.67425513,0.7720397,-0.58906734,0.33101982,0.42927483
b4c10,267,10,TRUE,random_sampling,2.9055855273408238,0.37043318678626996,2.009398,3.4799104,0.054291441947566355,0.03538345888642099,0.001,0.08369833333321175,FALSE,119,G2,0.39364892,-0.08553112,-0.8826408,0.98498327,0.5515544,0.5827967,-0.8476225,0.5426667,0.43192357,0.46796277,0.115171134,0.97646284,0.1806756,-0.23288481,0.71317035,0.72897613,-0.58214676,0.9046244,0.82156116,0.49664223,0.99508876,-0.94320303,0.17176104,-0.33168578,-0.17057152,0.5067535,0.22595172,0.5882846,0.79318434,-0.76839566,0.2518359,0.63791233
b4c11,259,10,TRUE,random_sampling,2.88866798957529,0.372113471080399,2.0086102,3.4698243,0.05385541184041262,0.03541119103862626,0.001,0.08371500000018228,FALSE,119,G2,0.05437701,0.12775457,-0.6768251,0.9689195,0.54733574,0.23829836,-0.876526,0.7348936,0.58519155,0.6068608,0.17665932,0.97101724,0.27149776,-0.43651378,0.7571792,0.5237124,-0.27793607,0.8267422,0.7294241,0.25233027,0.9873479,-0.8978747,0.26145783,-0.5662597,0.18028137,0.70910865,0.21543294,0.65717113,0.7074745,-0.72197944,0.20664175,0.4280893
b4c12,264,10,TRUE,random_sampling,2.9034202018939395,0.3741613852100368,2.01086,3.4913135,0.05340057449494966,0.03572758939971019,0.001,0.08375333333339441,FALSE,119,G2,0.08118664,-0.005818576,-0.7488841,0.9779197,0.5408609,0.32233503,-0.8832215,0.71070397,0.5399079,0.6011419,0.16152698,0.9733068,0.24878249,-0.41818023,0.7498416,0.5966127,-0.38232213,0.8527453,0.76360786,0.2655183,0.9909567,-0.9089575,0.23583145,-0.4981172,0.050708115,0.6418237,0.21350189,0.6245142,0.74244773,-0.77472895,0.22849889,0.48993564
b4c13,263,10,TRUE,random_sampling,2.8917127224334602,0.3707294364778408,2.0036888,3.466589,0.05401167300380186,0.03528850990650655,0.001,0.08368166666672039,FALSE,119,G2,-0.107033625,0.20955317,-0.7518111,0.9601809,0.3845791,0.16293877,-0.8622281,0.5694625,0.64872664,0.5270918,0.14049986,0.96431005,0.42954412,-0.15719323,0.6980855,0.59216946,-0.17414822,0.7476394,0.7940374,0.24977738,0.9843873,-0.89681095,0.16755481,-0.40433106,-0.32128707,-0.5190403,0.25566226,0.65042067,0.76950186,-0.6474081,0.31185248,0.41944772
b4c14,262,10,TRUE,random_sampling,2.900780143129771,0.371541471052084,2.010911,3.4886503,0.053728053435113776,0.03555049626900601,0.001,0.08377166666663172,FALSE,119,G2,-0.18020868,-0.039925795,-0.69414645,0.97511864,0.5496059,-0.352872,-0.90022933,0.7799314,0.54286134,0.6887059,0.18996035,0.97518647,0.25652248,-0.5339435,0.623492,0.54231465,-0.33733004,0.79848725,0.6766719,0.3247561,0.98713195,-0.88810706,0.34873018,-0.59751475,0.10116357,0.48732466,0.22682688,0.5915059,0.7514062,-0.8018064,0.24417055,0.45601904
