cell_id,original_length,used_length,is_truncated,sampling_method,voltage_mean,voltage_std,voltage_min,voltage_max,time_diff_mean,time_diff_std,time_diff_min,time_diff_max,label,value,group_name,tlstm_ae_main_0,tlstm_ae_main_1,tlstm_ae_main_2,tlstm_ae_main_3,tlstm_ae_main_4,tlstm_ae_main_5,tlstm_ae_main_6,tlstm_ae_main_7,tlstm_ae_main_8,tlstm_ae_main_9,tlstm_ae_main_10,tlstm_ae_main_11,tlstm_ae_main_12,tlstm_ae_main_13,tlstm_ae_main_14,tlstm_ae_main_15,tlstm_ae_main_16,tlstm_ae_main_17,tlstm_ae_main_18,tlstm_ae_main_19,tlstm_ae_main_20,tlstm_ae_main_21,tlstm_ae_main_22,tlstm_ae_main_23,tlstm_ae_main_24,tlstm_ae_main_25,tlstm_ae_main_26,tlstm_ae_main_27,tlstm_ae_main_28,tlstm_ae_main_29,tlstm_ae_main_30,tlstm_ae_main_31
b3c10,212,10,TRUE,random_sampling,3.216639835849057,0.38065232365226426,2.0905781,3.5682335,0.05212784591194942,0.036666439366766904,0.001,0.0837450000001505,TRUE,1076,G1,0.46426186,-0.89727455,-0.12687285,-0.8545777,0.9210814,0.46386176,-0.86581683,0.33737022,-0.17905352,0.23033342,-0.6597662,-0.6541664,0.5027758,0.35588723,-0.03580507,0.29781696,-0.09112014,-0.936583,-0.278868,0.12124996,-0.41567305,0.21549083,0.1336353,0.4494572,0.61258656,0.5377871,-0.84467435,0.10088416,-0.76137644,-0.98775214,-0.18306907,0.53244025
b3c11,204,10,TRUE,random_sampling,3.2554953029411764,0.3546378320319058,2.092958,3.5771928,0.04927464052287612,0.037627782194799425,0.001,0.08377333333337411,TRUE,815,G1,0.5127727,-0.7822763,-0.17740951,-0.36039937,0.7671175,0.53932714,-0.8145378,0.17595363,0.038464416,-0.03274307,-0.37362,-0.69629824,0.40190426,0.30410507,-0.09228383,0.59545517,-0.14732492,-0.7861567,0.5855078,0.10422256,-0.17504887,0.33636436,-0.26865646,-0.057120007,0.4750183,-0.067921124,-0.09590066,0.2703772,-0.8087403,-0.94618756,-0.19662662,0.53595924
b3c12,204,10,TRUE,random_sampling,3.2579378485294117,0.3567954051759643,2.0842462,3.5632062,0.04928272875816903,0.03762522686350272,0.001,0.08382833333356121,TRUE,930,G1,0.5212189,-0.9058635,0.77150464,-0.86341906,0.96587193,0.32907674,-0.8815928,0.6277644,-0.22194333,0.5334707,-0.75006974,-0.6429123,0.5467797,0.6449865,-0.02082492,-0.2793682,-0.074760266,-0.9544055,0.11169208,0.15763247,-0.45721397,0.09349281,0.2102298,0.8361177,0.44151422,-0.95357025,-0.8892771,0.09207563,-0.8263596,-0.9940796,-0.11214296,0.5832292
b3c13,209,10,TRUE,random_sampling,3.2409598444976075,0.3673372584596027,2.0949016,3.5752854,0.04811038277511798,0.03787402982704696,0.001,0.08372833333366247,TRUE,814,G1,0.6610488,-0.94623643,-0.14567387,-0.76649266,0.93309504,0.7349729,-0.89583355,0.49015418,0.13223886,0.6042527,-0.5874449,-0.64940435,0.5797769,0.56401056,-0.035307836,0.93077517,-0.13874501,-0.84814703,0.89600974,0.24742015,-0.37113187,0.31399813,-0.19822364,0.50947565,0.3998244,0.8138274,-0.8610371,0.36378753,-0.88207996,-0.9897736,0.18887644,0.5791809
b3c14,205,10,TRUE,random_sampling,3.2489522658536587,0.3620419616287233,2.0939074,3.560894,0.049047780487803,0.037669144117291414,0.001,0.08377833333312679,TRUE,856,G1,0.5048101,-0.88089925,0.43608958,-0.80274636,0.936407,0.31202155,-0.86013705,0.568422,-0.19948122,0.29022816,-0.682601,-0.65842617,0.5369325,0.5130173,-0.03469713,-0.49155605,-0.0620793,-0.9522734,0.35756415,0.079247385,-0.39619055,0.12377252,-0.23638654,0.7602567,0.474972,-0.94856507,-0.8403127,0.07743145,-0.81298053,-0.99093735,-0.15113842,0.5483973
b3c15,203,10,TRUE,random_sampling,3.263079922660099,0.34804330168461334,2.0921602,3.5776138,0.0495158702791464,0.03764573140044372,0.001,0.08379333333335293,TRUE,874,G1,0.5232917,-0.89880025,-0.16125675,-0.7652407,0.91375756,0.515172,-0.8582234,0.46574768,-0.06400571,0.26601407,-0.6182178,-0.7071102,0.48923376,0.4320549,-0.041884877,0.4383073,-0.085485704,-0.9276576,0.40839466,0.119245805,-0.35224277,0.2145242,-0.22745322,0.3797611,0.54725116,-0.048782896,-0.8215283,0.13878094,-0.8256622,-0.9868637,-0.17256431,0.5376974
b3c16,210,10,TRUE,random_sampling,3.2192129342857143,0.3703197529356723,2.119102,3.5611472,0.05262163492063447,0.03660935807661911,0.001,0.0837933333333547,TRUE,1636,G1,0.6990863,-0.9651584,0.68365645,-0.8363848,0.98158026,0.54921347,-0.90329254,0.7946865,-0.22109786,0.7902723,-0.71247494,-0.7418515,0.66575754,0.8060493,-0.020787688,-0.50607014,-0.13446657,-0.92358345,0.886488,0.5325154,-0.4535007,0.13796015,-0.18985698,0.770296,0.3015248,-0.7989439,-0.89332986,0.26413515,-0.92249674,-0.99466693,0.16806203,0.67406124
b3c17,208,10,TRUE,random_sampling,3.2251438778846153,0.373271624401413,2.1277537,3.5376086,0.04835491987179501,0.03779252964827605,0.001,0.08370833333271266,TRUE,1313,G1,0.64090663,-0.9500209,-0.009306718,-0.793636,0.9555957,0.69388425,-0.87971395,0.65728235,0.096527696,0.6371378,-0.6463307,-0.7661217,0.54325396,0.624715,-0.028551457,0.8674613,-0.11935533,-0.9056923,0.81815094,0.27109712,-0.37918332,0.22354133,-0.23108955,0.68673277,0.4130804,0.024194308,-0.880827,0.28328964,-0.8902517,-0.99196017,0.12228461,0.56325126
b3c18,205,10,TRUE,random_sampling,3.2443724824390245,0.35191473577545135,2.1292496,3.5648479,0.04904668292682968,0.037692849179851655,0.001,0.08379999999985266,TRUE,1144,G1,0.46277496,-0.6506092,-0.16768825,-0.15920989,0.06298706,0.517303,-0.74903536,0.17810774,0.13720836,-0.036459416,-0.15620139,-0.4181219,0.35367185,0.14867255,-0.014235244,0.76459473,-0.22982368,-0.5122187,0.4663503,0.17302786,0.01913165,0.4270212,-0.19601902,-0.061922397,0.27513915,0.57371235,0.03929972,0.36927602,-0.7420428,-0.88548094,-0.109393336,0.46459797
b3c19,208,10,TRUE,random_sampling,3.229439372115385,0.37205138950834804,2.122293,3.5548005,0.04836063301282131,0.03779780821293795,0.001,0.0837216666666789,TRUE,1153,G1,0.46743843,-0.84037536,-0.1742398,-0.72222674,0.88412815,0.42260155,-0.8590814,0.35869882,-0.13136806,0.04159626,-0.60381967,-0.6554962,0.4803827,0.3586124,-0.05703712,-0.14890596,-0.075252205,-0.9132615,0.23807064,0.06241597,-0.28586134,0.21511258,-0.21641019,0.12910955,0.59606344,-0.3820578,-0.71559507,0.10276242,-0.7922647,-0.9813339,-0.20523217,0.52739114
b3c20,202,10,TRUE,random_sampling,3.249816081188119,0.35888385833510045,2.0978565,3.5522346,0.049766551155115364,0.037350654834935236,0.001,0.0838000000003376,TRUE,811,G1,0.66991997,-0.9706648,0.9340528,-0.9190832,0.9929503,0.61577904,-0.9292456,0.8588692,-0.28512266,0.9198842,-0.8498941,-0.7164231,0.59426224,0.90912867,-0.009219647,0.41869393,-0.1692324,-0.9359998,0.843379,0.73685306,-0.5424413,0.063525714,0.11164693,0.8708667,0.25745925,-0.95338994,-0.9359823,0.3512366,-0.9433399,-0.9971634,0.16452661,0.6277939
b3c21,239,10,TRUE,random_sampling,3.244461144351464,0.3960117298314323,2.1193538,3.6000791,0.04222366806136395,0.035670331417385494,0.001,0.08377666666638106,TRUE,770,G1,0.5314642,-0.84878457,0.14378053,-0.6352027,0.89071923,0.42405248,-0.82168466,0.5088001,-0.0804377,0.09962182,-0.56389743,-0.71871865,0.48479125,0.47533366,-0.08727302,-0.22985058,-0.08469614,-0.9201699,0.533507,0.1445102,-0.19914672,0.19572438,-0.31893286,0.21709843,0.51131403,-0.7316585,-0.56321883,0.15540288,-0.8440539,-0.97299314,-0.1936004,0.6079571
b3c22,205,10,TRUE,random_sampling,3.246348988780488,0.36190277570395485,2.1224093,3.5704541,0.04905562601625962,0.03785610638059886,0.001,0.08382333333332426,TRUE,1000,G1,0.5399089,-0.9094848,0.7337908,-0.84511316,0.9632162,0.3230644,-0.8637807,0.6326235,-0.21702838,0.4780235,-0.7270666,-0.6813986,0.5705541,0.62460715,-0.025000002,-0.46512088,-0.07205481,-0.95755476,0.31939775,0.18490824,-0.44575146,0.09671846,0.001931006,0.81119597,0.43279156,-0.9705076,-0.868533,0.088473395,-0.83902025,-0.9932722,-0.11600107,0.60126287
b3c24,204,10,TRUE,random_sampling,3.2437248745098044,0.3718578876892804,2.0863037,3.5595264,0.04928602941176383,0.037507831656822685,0.001,0.08381666666634047,TRUE,823,G1,0.5487905,-0.9561939,0.8052604,-0.9116624,0.9809454,0.4236933,-0.9020508,0.63681346,-0.236376,0.69471294,-0.7839783,-0.6400638,0.6243853,0.6913776,-0.013596955,-0.51222026,-0.102531694,-0.9502535,-0.04319898,0.32949567,-0.5275114,0.09994173,0.40612835,0.8392621,0.40535903,-0.7131506,-0.9148896,0.104120135,-0.8464742,-0.9961431,0.03341265,0.5998409
b3c25,204,10,TRUE,random_sampling,3.241356381372549,0.3650867236127519,2.1064982,3.5453534,0.04928194444444452,0.03757635755449488,0.001,0.08374999999990296,TRUE,987,G1,0.4949441,-0.82462126,-0.004896171,-0.57404166,0.87598336,0.47064832,-0.82064784,0.4609949,-0.039665516,0.061853014,-0.5237081,-0.6979647,0.45539635,0.41066146,-0.097096436,0.09527355,-0.09646338,-0.8590403,0.46970958,0.14733045,-0.05692051,0.22197472,-0.27450246,0.09068754,0.53799003,-0.5608685,-0.40370256,0.16520496,-0.83045155,-0.96633816,-0.20690262,0.5855472
b3c26,206,10,TRUE,random_sampling,3.2419724834951458,0.35848486651854433,2.0918288,3.5630994,0.04880494336569497,0.03773080331980943,0.001,0.08381666666634047,TRUE,1026,G1,0.5242787,-0.9697317,0.92229843,-0.9515251,0.9920614,0.4768791,-0.92665607,0.70167196,-0.30397028,0.87078184,-0.87113005,-0.62005436,0.6192819,0.82942736,-0.007171036,-0.42718363,-0.14042501,-0.9564359,-0.074059956,0.49193305,-0.5988478,0.057200212,0.47837776,0.89258087,0.3496062,-0.91288555,-0.93623996,0.13192065,-0.88363814,-0.99739826,0.1466359,0.59894156
b3c27,203,10,TRUE,random_sampling,3.2492360231527093,0.3555330574583242,2.0958104,3.5574479,0.04953877668308825,0.03764473192460295,0.001,0.08381833333357136,TRUE,848,G1,0.47511667,-0.85106343,-0.090368636,-0.70451385,0.88973796,0.42693555,-0.8281178,0.36803302,-0.10958588,0.053251874,-0.5759989,-0.69163156,0.48793727,0.37096983,-0.07347805,-0.2351612,-0.08300922,-0.90326333,0.26933143,0.13121976,-0.25646597,0.21749857,-0.21215267,0.13231686,0.58451307,-0.32598403,-0.6283138,0.11396842,-0.8137865,-0.9739205,-0.19943291,0.58896005
b3c28,223,10,TRUE,random_sampling,3.221753060089686,0.3989458913124098,2.0884767,3.6000409,0.045280321375185756,0.03576299583313197,0.001,0.08377500000012006,TRUE,539,G1,0.4658164,-0.8122204,0.49842444,-0.69214594,0.91238797,0.28571057,-0.8188276,0.54900706,-0.21091749,0.062931865,-0.63352776,-0.6588722,0.49761617,0.4686495,-0.087708086,-0.79218405,-0.06836903,-0.81546515,0.2347207,0.16181926,-0.08052837,0.1642955,0.114905454,0.36146146,0.5015858,-0.95484304,-0.4524534,0.10251891,-0.80340797,-0.9693782,-0.19139965,0.62171215
b3c29,209,10,TRUE,random_sampling,3.2467748215311008,0.36067398368354614,2.0873694,3.5726943,0.04810500000000013,0.03809156993630916,0.001,0.0838016666665986,TRUE,856,G1,0.6215159,-0.9648866,0.79613954,-0.9115032,0.9867787,0.56670094,-0.9179721,0.7518631,-0.23556823,0.8243686,-0.797479,-0.685538,0.6061251,0.8009785,-0.011517062,0.07708994,-0.138703,-0.93299645,0.4581601,0.49410614,-0.53211004,0.096480064,0.17331941,0.8472612,0.35585508,-0.7092105,-0.9301493,0.20991166,-0.9008484,-0.99666196,0.15183425,0.5875207
b3c3,209,10,TRUE,random_sampling,3.2326312679425833,0.36696482019984256,2.1100917,3.5506959,0.048115279106856895,0.03784596959916311,0.001,0.08382833333307627,TRUE,1113,G1,0.48848075,-0.8128654,0.4866013,-0.599061,0.91497827,0.37814698,-0.8143494,0.60016906,-0.123708405,0.11104119,-0.5858322,-0.65321213,0.48502058,0.49950862,-0.102687106,-0.37897918,-0.0775037,-0.7709952,0.50447845,0.18601863,0.21138448,0.17118095,-0.20749393,0.2682321,0.4820388,-0.9244778,-0.29752237,0.14361274,-0.83234376,-0.9714135,-0.19184938,0.6001713
b3c30,206,10,TRUE,random_sampling,3.2299635228155337,0.37851649643582025,2.093421,3.5455971,0.048828244336569175,0.037675954734580935,0.001,0.08376333333338337,TRUE,933,G1,0.45327738,-0.851795,0.18640213,-0.77762187,0.91938263,0.34814414,-0.84282386,0.50710243,-0.1950975,0.18141122,-0.66731375,-0.65715665,0.49286535,0.46547258,-0.050804902,-0.08281455,-0.066824906,-0.93790317,0.18312013,0.12030912,-0.255698,0.15236597,-0.14593127,0.46519712,0.5342053,-0.7777711,-0.7547586,0.09040931,-0.8116502,-0.98263574,-0.16961752,0.5794766
b3c31,204,10,TRUE,random_sampling,3.2485728225490185,0.36498197265209276,2.0916362,3.5698714,0.04931003267973921,0.03778517325438257,0.001,0.08376666666687527,TRUE,729,G1,0.47695956,-0.8217618,-0.17934,-0.5761372,0.8596307,0.47804606,-0.8344668,0.3070666,-0.05609717,0.003930704,-0.517876,-0.680751,0.45673355,0.34344012,-0.088511586,0.01972487,-0.09592518,-0.8388498,0.43584818,0.098761804,-0.16166577,0.2522623,-0.26678607,0.00671598,0.55428416,-0.2549785,-0.41595694,0.14535087,-0.810728,-0.9675506,-0.21559644,0.55241275
b3c33,202,10,TRUE,random_sampling,3.242434750990099,0.361618405934104,2.1218095,3.5497527,0.04977464521452172,0.03735725833563779,0.001,0.08383666666680556,TRUE,1282,G1,0.41325772,-0.49167797,-0.17489931,-0.06498953,-0.29034412,0.23169148,-0.6232518,0.014028655,0.11588771,-0.107347235,-0.040620506,-0.16619645,0.33442664,0.01491708,0.043567847,0.6390048,-0.2670426,-0.2694779,0.3032466,0.12627175,-0.004117106,0.4225279,-0.20767766,-0.12240509,-0.007460441,0.4319653,0.035746094,0.33477557,-0.66250247,-0.63450474,-0.10924809,0.37511885
b3c34,204,10,TRUE,random_sampling,3.2414298284313725,0.35949471026349455,2.135746,3.5445786,0.04929467320261509,0.03767860722375542,0.001,0.08375833333363203,TRUE,1156,G1,0.49795642,-0.9603501,0.8761168,-0.93922466,0.9892719,0.366791,-0.9097561,0.6484206,-0.2913298,0.78690153,-0.85034925,-0.62495494,0.6315985,0.78080404,-0.009318907,-0.6840549,-0.106922895,-0.9645601,-0.19703624,0.38259962,-0.5753935,0.05877011,0.53292364,0.88079804,0.36841068,-0.9755696,-0.9184728,0.088914394,-0.85659057,-0.99682826,0.08527643,0.62596446
b3c35,207,10,TRUE,random_sampling,3.238950850241545,0.35959143304784946,2.1361108,3.5693851,0.04858980676328506,0.037874021905283314,0.001,0.08382666666681615,TRUE,1091,G1,0.55331117,-0.8516816,-0.15778947,-0.51135075,0.8486637,0.6617745,-0.8476304,0.3781578,0.11452671,0.09173138,-0.44972056,-0.7047682,0.44809526,0.3492821,-0.09302773,0.87518066,-0.13837843,-0.83123374,0.6597951,0.14524436,-0.16451997,0.32875398,-0.20249653,0.009434679,0.55411965,0.5917871,-0.40680033,0.29101542,-0.82962,-0.9698415,-0.114070855,0.5299504
b3c36,208,10,TRUE,random_sampling,3.239915741346154,0.36448904033436424,2.1289864,3.5591631,0.04835381410256499,0.03791050573585313,0.001,0.08375666666640136,TRUE,921,G1,0.38894588,-0.82798684,0.42392957,-0.8183598,0.92964965,0.2569419,-0.85764086,0.44664025,-0.27636698,0.0882873,-0.71658915,-0.5919634,0.5400345,0.4219831,-0.0480121,-0.6442073,-0.058403485,-0.9019695,-0.17687397,0.095102295,-0.34656072,0.14078398,0.42972994,0.49849278,0.5583168,-0.876717,-0.75425464,0.060055163,-0.75987554,-0.98273975,-0.17246975,0.56034654
b3c4,206,10,TRUE,random_sampling,3.2405218300970873,0.35838530269274993,2.111176,3.5647035,0.048833139158574665,0.03775187515243186,0.001,0.08385166666654831,TRUE,1046,G1,0.49083385,-0.71586037,-0.16735797,-0.24101831,0.75334895,0.47951636,-0.77570134,0.23372759,0.0298193,-0.021310579,-0.32476,-0.67380226,0.36433828,0.32965928,-0.0597376,0.59288853,-0.15949602,-0.6706836,0.56018203,0.11209254,0.051739573,0.31090638,-0.2981657,-0.062330645,0.40675142,-0.5037715,0.05946375,0.29305458,-0.80765915,-0.9290103,-0.20975351,0.5325904
b3c40,205,10,TRUE,random_sampling,3.2562089458536585,0.35420779608128783,2.0924444,3.576807,0.049049845528454275,0.037675726445746,0.001,0.08371666666692734,TRUE,794,G1,0.52624077,-0.8651007,-0.22146064,-0.6192568,0.8629703,0.5840599,-0.86167854,0.28253648,0.023090538,0.055528857,-0.5180611,-0.7009746,0.47057128,0.33261997,-0.06949168,0.63744754,-0.10407066,-0.87147135,0.5213097,0.090318896,-0.27181724,0.30365676,-0.22539936,0.019059768,0.59220046,0.5029096,-0.6313629,0.17944562,-0.8115796,-0.97808737,-0.18557395,0.5225799
b3c41,204,10,TRUE,random_sampling,3.268185079411764,0.3582182811421717,2.0941072,3.5764632,0.04929241830065677,0.03767322219699395,0.001,0.0837883333331173,TRUE,784,G1,0.5579599,-0.9052334,0.16132285,-0.7681171,0.9345348,0.38787365,-0.853107,0.5938999,-0.178136,0.37519926,-0.6388031,-0.7132497,0.54713464,0.5511266,-0.037097953,-0.39544258,-0.07093933,-0.9462731,0.650295,0.11788216,-0.3956348,0.14816491,-0.3554231,0.7307207,0.43397993,-0.87974304,-0.82946855,0.10634596,-0.85529083,-0.99017096,-0.13335386,0.5711234
b3c42,210,10,TRUE,random_sampling,3.222928604285715,0.37812714737234243,2.0854363,3.5664382,0.05262447619047691,0.03661559949483103,0.001,0.08378499999962585,TRUE,1640,G1,0.47463676,-0.6369845,-0.15607993,-0.20845643,0.49492255,0.48340604,-0.7398816,0.16226198,0.06451276,-0.056619667,-0.2528052,-0.55505604,0.34925056,0.18100937,-0.03920888,0.5830818,-0.20983814,-0.54451203,0.41865674,0.14670406,-0.09665748,0.36969987,-0.22374578,-0.055968065,0.1701451,0.15521666,0.003548606,0.3213678,-0.76402664,-0.8921952,-0.18059485,0.47818765
b3c43,203,10,TRUE,random_sampling,3.2335450201970444,0.3785892236657658,2.0709138,3.5547118,0.04953537766830878,0.03735824931698695,0.001,0.08380333333285961,TRUE,1044,G1,0.5609798,-0.98720556,0.9481663,-0.9673868,0.9955321,0.6956723,-0.9454522,0.72391415,-0.37170625,0.93912655,-0.9069433,-0.61016476,0.6343319,0.88199764,-0.005899807,-0.019785894,-0.22611777,-0.94049567,0.07120298,0.78177947,-0.6430565,0.07516566,0.31013903,0.8722657,0.31631598,0.07731759,-0.9562779,0.27829507,-0.912665,-0.99795234,0.16723494,0.5975813
b3c44,202,10,TRUE,random_sampling,3.251303437623762,0.3594248871204904,2.0890517,3.5473714,0.04976633663366284,0.03748713229029474,0.001,0.08380666666635073,TRUE,938,G1,0.46162307,-0.8016514,0.36505505,-0.6792763,0.90901756,0.33200848,-0.8378805,0.5249098,-0.18360198,0.049523458,-0.63107395,-0.6294491,0.497665,0.44227135,-0.08294812,-0.48668343,-0.069074176,-0.8463431,0.30016515,0.10805362,0.000291196,0.17198084,-0.056844406,0.2095575,0.51560146,-0.8779131,-0.4682353,0.104676,-0.8029535,-0.9745235,-0.19420594,0.5761353
b3c45,210,10,TRUE,random_sampling,3.2219577200000002,0.3703398952333032,2.1105986,3.5632095,0.052621277777779016,0.03663116066783276,0.001,0.08378666666637136,TRUE,1799,G1,0.5022694,-0.8864185,0.06323057,-0.7942214,0.908392,0.37356108,-0.83025074,0.32575336,-0.18768696,0.08750138,-0.6008066,-0.6952854,0.53140956,0.3643918,-0.059740055,-0.6265717,-0.083655275,-0.94062024,-0.051113408,0.15102401,-0.3826323,0.21347986,0.028659998,0.35285178,0.5897031,-0.18655193,-0.7518537,0.096741,-0.7888205,-0.9799438,-0.1999462,0.6100298
b3c5,202,10,TRUE,random_sampling,3.2607463168316833,0.34790692680249774,2.1269779,3.566721,0.04975884488448728,0.037502184162830174,0.001,0.08384333333330396,TRUE,826,G1,0.649344,-0.9516261,0.66828156,-0.8375197,0.97770363,0.5378029,-0.8921065,0.7913689,-0.19467987,0.7489713,-0.7361681,-0.731463,0.59451026,0.7922821,-0.019931354,0.12314551,-0.105846696,-0.93438214,0.8353153,0.3716025,-0.45840284,0.11248232,-0.2814023,0.8028017,0.32053268,-0.9050189,-0.89769244,0.22213754,-0.9123457,-0.9945288,0.107089594,0.61424804
b3c6,225,10,TRUE,random_sampling,3.230763658222222,0.3958298907914401,2.1068559,3.6000409,0.04484731111111085,0.0357213521631324,0.001,0.08385333333329381,TRUE,665,G1,0.5141417,-0.81663007,-0.09729864,-0.47507212,0.84430194,0.47197902,-0.8133235,0.33534178,-0.023423787,0.004073599,-0.46021253,-0.71498823,0.4420828,0.38983542,-0.10502054,0.029732855,-0.10946491,-0.8512072,0.5999327,0.118401356,-0.1401028,0.25501907,-0.32047895,-0.0081805,0.51434594,-0.53453815,-0.22987647,0.19957662,-0.8290106,-0.9576155,-0.21650831,0.5828706
b3c7,214,10,TRUE,random_sampling,3.203476037383177,0.38839577492217153,2.0814028,3.5585976,0.05164075545171266,0.0368963172241053,0.001,0.08381166666659112,TRUE,1834,G1,0.47938058,-0.8573243,0.33140913,-0.7833345,0.91290426,0.31299087,-0.82154167,0.4248839,-0.22317679,0.092469186,-0.62273234,-0.683086,0.52054435,0.40799043,-0.06726948,-0.74163043,-0.07747897,-0.9407252,-0.07717015,0.17048253,-0.375963,0.18023208,0.17974691,0.4369851,0.55856127,-0.658258,-0.7090052,0.090502106,-0.79517335,-0.9764259,-0.18436281,0.62919426
b3c8,204,10,TRUE,random_sampling,3.243157204411765,0.370013295789848,2.0904188,3.5561275,0.04928898692810388,0.037509519300964834,0.001,0.08375333333339441,TRUE,826,G1,0.5343915,-0.83410424,-0.15869914,-0.4697287,0.85610837,0.59955996,-0.841672,0.40101027,0.08100395,0.06482668,-0.45120588,-0.7118281,0.4377627,0.38061097,-0.08875077,0.75034523,-0.123077616,-0.8470862,0.66003394,0.11662122,-0.090981886,0.29158258,-0.25653744,0.007881786,0.53661644,-0.1464912,-0.31028008,0.2554451,-0.8316065,-0.96834904,-0.16879985,0.5409225
b3c9,202,10,TRUE,random_sampling,3.245884492079208,0.3659022497125952,2.0828609,3.546545,0.04976812706270673,0.03748564819168613,0.001,0.08380833333358195,TRUE,1037,G1,0.5076254,-0.86155885,0.33164582,-0.7097528,0.9121387,0.3213123,-0.83524054,0.5485439,-0.18697524,0.12065537,-0.6120043,-0.67896193,0.514348,0.49102697,-0.062014215,-0.63845116,-0.06249199,-0.9427829,0.56930393,0.09603488,-0.2890042,0.1512659,-0.3836535,0.4931704,0.4838888,-0.93670434,-0.6970611,0.09172984,-0.8382795,-0.983723,-0.17076838,0.5792161
b4c0,222,10,TRUE,random_sampling,3.228005386036036,0.3763237095047365,2.1238179,3.5542846,0.04533996996997029,0.03749537544789895,0.001,0.08381500000008124,FALSE,119,G2,0.66767126,-0.9478911,0.8351243,-0.8211987,0.9776226,0.442631,-0.8914747,0.8016308,-0.21231224,0.7253319,-0.7134982,-0.7312991,0.6233933,0.7908824,-0.021473764,-0.61043286,-0.10435994,-0.9367826,0.8246449,0.36667588,-0.4505654,0.10844854,-0.23307168,0.796513,0.33139545,-0.9794448,-0.88622046,0.19466488,-0.9110627,-0.994544,0.060846616,0.6484104
b4c1,224,10,TRUE,random_sampling,3.252258675,0.35273403118230406,2.129118,3.5596495,0.04494408482142475,0.038359355765518834,0.001,0.08376499999964526,FALSE,119,G2,0.5413234,-0.87389636,-0.22182254,-0.63991505,0.85625774,0.55306345,-0.84772146,0.20238793,0.000468866,0.056012962,-0.51736325,-0.7278839,0.47686398,0.32386097,-0.07568876,0.37387818,-0.10596763,-0.88543904,0.5141425,0.10522998,-0.31292886,0.30388576,-0.23729952,0.039853744,0.59148574,0.43158484,-0.64607465,0.17933047,-0.8174518,-0.9762743,-0.19351797,0.543709
b4c10,222,10,TRUE,random_sampling,3.25713004954955,0.35927778808159,2.0828958,3.5307879,0.0453420345345346,0.038197182390783326,0.001,0.08371999999993318,FALSE,119,G2,0.42295632,-0.8401172,0.5699034,-0.8150995,0.93553877,0.23550525,-0.8620096,0.5004938,-0.25670645,0.10501193,-0.71164656,-0.5882548,0.54363,0.4451555,-0.044841226,-0.7597828,-0.054928865,-0.9389237,-0.06746988,0.08252678,-0.3266409,0.13000645,0.4471274,0.6518952,0.52856225,-0.97404224,-0.78343,0.05908027,-0.7630133,-0.98566103,-0.17090914,0.57384706
b4c11,225,10,TRUE,random_sampling,3.270300590666667,0.3604252221168516,2.0856395,3.5794768,0.04476262222222278,0.038488769616995495,0.001,0.08376333333338426,FALSE,119,G2,0.24679716,-0.903583,0.61453277,-0.929665,0.9734686,0.30065724,-0.9076032,0.32419547,-0.4266408,0.44711298,-0.8663591,-0.46702212,0.32979935,0.5119243,-0.014792212,0.023369672,-0.0674795,-0.9610291,-0.8473166,0.15739134,-0.5673856,0.111140564,0.45700407,0.86709344,0.51658255,-0.1948357,-0.8811878,0.04939205,-0.7095386,-0.99246454,-0.095845476,0.4959998
b4c12,221,10,TRUE,random_sampling,3.2596745443438913,0.3536778869722796,2.1057191,3.5802321,0.04555057315233763,0.038161213595418186,0.001,0.08371333333295006,FALSE,119,G2,0.47398016,-0.82380694,0.2565711,-0.69720894,0.8967779,0.3675073,-0.8287482,0.45382965,-0.1578158,0.034792125,-0.6052861,-0.66795343,0.49736494,0.41490868,-0.08913839,-0.53839666,-0.08101302,-0.87131286,0.21512198,0.14130683,-0.16076094,0.19914386,-0.03677317,0.1847087,0.5242828,-0.67371106,-0.5197608,0.11779819,-0.8027411,-0.96957505,-0.20675711,0.59866387
b4c13,224,10,TRUE,random_sampling,3.280358080803571,0.3513006320305661,2.1041851,3.5520887,0.04494295386904854,0.03831755859904861,0.001,0.0837166666669269,FALSE,119,G2,0.43095502,-0.36435628,-0.15816347,-0.034789786,-0.013617862,0.12694079,-0.3953962,0.10081393,0.10568682,-0.033676784,-0.085728794,-0.33916622,0.32924148,0.15195604,0.12780933,0.3386264,-0.23476754,-0.06909292,0.33275142,0.14791572,0.22483742,0.40551236,-0.23598684,-0.12484193,0.039199308,-0.29638347,0.15656352,0.28522265,-0.5786089,-0.026375024,-0.2072446,0.39472142
b4c14,225,10,TRUE,random_sampling,3.265013135555555,0.3621034919856905,2.0895586,3.5765047,0.04474884444444233,0.038205746124905356,0.001,0.08369833333369225,FALSE,119,G2,0.50535166,-0.8034284,-0.14428352,-0.4141751,0.8347437,0.5625052,-0.82991904,0.300325,0.037701372,-0.005627293,-0.41734198,-0.67674875,0.42661375,0.3400898,-0.09697562,0.5978047,-0.13401592,-0.78404695,0.54708195,0.105584316,-0.072324105,0.3122607,-0.2485969,-0.03208265,0.4739607,-0.23783845,-0.15093866,0.25151205,-0.8076466,-0.95756376,-0.20350996,0.5325849
